Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score,Extracted_Names,Urgency_Phrases,Audio_File,Event_Source,Event_Confidence,Location_Source,Location_Confidence,Sentiment_Urgency_Source,Metadata_Title,Metadata_Description
C375,"Yes, I walked in my car and you're not in your car out of your car. Yes, in my car.",Non-emergency / misuse of 911,"King County, Washington",Calm,0.06,Unknown,None detected,911_first6sec/call_398_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Locked inside car,– King County (Wash.) dispatcher Manny Apostol recalls the woman who dialed 911 to say she was locked
C376,It's a little far from here to come. Hello. You get me to come.,Stabbing / assault,Nevada,Concerned,0.59,Unknown,None detected,911_first6sec/call_399_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Assault 911 call,"– In Sept. 2008 Nevada district judge Elizabeth Halverson was allegedly attacked by her husband with a frying pan and seriously injured. She dialed 911 during the attack to report what was occurring, and the call caught snippets of conversation with her husband."
C377,"So, child has been left on my doorstep. Okay. What's your address?",Child welfare / unattended child,Massachusetts,Concerned,0.42,Unknown,None detected,911_first6sec/call_400_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Baby left on doorstep,"– In Sept. 2008 someone left a small baby on the doorstep of a Newton (Mass.) home, prompting the elderly resident to dial 911."
C378,I'm going to be in the room.,Medical emergency,Arizona,Concerned,0.53,going to be,None detected,911_first6sec/call_401_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Dog dials 911,"– In Sept. 2008 “Buddy,” a trained German Shepherd assistance dog, dialed 911 when his master fell ill. The resident’s address is also listed in CAD as having an assistance dog, so the dispatcher knew the situation, just from listening to the barking during the 29-second phone call."
C379,"There's a big crew of plaques, maybe. So it's connoza pole of art in the 180.",Traffic collision,California,Concerned,0.49,Unknown,None detected,911_first6sec/call_402_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Train crash,"-On Sept. 12, 2008 a Los Angeles Metrolink commuter train crashed head-on with a freight train, generating many 911 calls from the passengers. LAFD released four of the calls."
C380,It was a train just quite outside of our metro link.,Traffic collision,California,Concerned,0.49,Unknown,None detected,911_first6sec/call_402_1.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Train crash,"-On Sept. 12, 2008 a Los Angeles Metrolink commuter train crashed head-on with a freight train, generating many 911 calls from the passengers. LAFD released four of the calls."
C381,"Yes, my am one name is Special Aegas Richard A. Smith, badge number zero time.",Rescue / person trapped,Tennessee,Concerned,0.55,Unknown,None detected,911_first6sec/call_403_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Man stuck in vent,"-In Sept. 2008 a man with a psychiatric history climbed into an air conditioning vent of the Knoxville (Tenn.) Museum of Art and became stuck. He dialed 911 to report his condition, outlining that he was a secret agent on a mission."
C382,"We'll be in the office, I'll drive on now. Please, please. We're all bleeding.",Burglary / robbery / intruder,"Tarrant County, Texas",Concerned,0.55,Unknown,bleeding; please,911_first6sec/call_404_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Home invasion,"-In Sept. 2008 a Texas man invaded the Tarrant County home of a couple armed with various weapons, apparently intending to rob them. The couple fought back, eventually knifing the man several times as the wife talked with a Tarrant County dispatcher. The 12-minute logging tape captured much of the fighting. Just after police arrive, the suspect, Heradio Ibarra, died from the injuries inflicted by the residents."
C383,"Well, it's a staple piece in the channel. Let's go for this having a baby right now. Okay, sir.",Medical emergency,Massachusetts,Concerned,0.53,Unknown,right now,911_first6sec/call_405_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Baby delivery,-In Sept. 2008 Belmont (Mass.) police dispatch supervisor Ted Pendergast fielded a call from a mother about to deliver her baby. Nine days later mother and baby visited the comm center to thank Pendergast (
C384,I don't know if I'll make it. I'm trying to...,Medical emergency,"Central County, Missouri",Concerned,0.53,trying to,None detected,911_first6sec/call_406_0.wav,Metadata,0.93,Metadata description,0.76,Transcript + incident context,Baby delivery &amp; heart attack,"– In Sept. 2008 Central County (Mo.) 911 dispatcher Sheryl Hauk handled a baby delivery and heart attack victim with 12 days–at the same rural highway intersection. The first 911 call is from a mother who was enroute to the hospital for her sixth child, and Hauk talks to the father. In the second call, a 64 year-old man dialed 911 when he started feeling chest pains while driving on the same highway as the couple. Read about the incidents and her reunion with the three people"
C385,My book runs outside. He's been stabbed. Okay. And he's...,Stabbing / assault,Florida,Concerned,0.59,Unknown,stabbed,911_first6sec/call_407_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Stabbing,"– In Oct. 2008 an Ocala (Fla.) woman called to say that she had stabbed her boyfriend, who was declared dead on the scene. The call includes the dispatcher asking several investigative questions of the caller."
C386,I'm the guy that's in a big trouble right now. You're in pretty big trouble? What's your name?,Shooting / gun violence,California,Concerned,0.63,the guy that,right now,911_first6sec/call_408_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Officer shooting,"– In Oct. 2006 a Fresno (Calif.) man dialed 911 and claimed to be having a dispute with his male paratner. When two officers arrived, he fired on them with a rifle from an upper floor balconey. The officers sought cover and were later rescued, while the man dialed 911 and talked to a dispatcher. This is his second 911 call. The officers recovered and later went back to patrol duties. The man later killed himself after a stand-off. Investigators said he made up the story about his partner–in fact, he had a girlfriend."
C387,"Yes, I think somebody's breaking into my house. Please, okay, stay on the phone. Why did you think someone's trying to break it?",Burglary / robbery / intruder,Indiana,Concerned,0.47,Unknown,please,911_first6sec/call_409_0.wav,Transcript,0.82,Metadata state,0.72,Transcript + incident context,Burglary,"– In Sept. 2005 a Fort Wayne woman heard glass breaking at her home and dialed 911 to report a burglary. She then hid under a desk as dispatcher Katrina Mace talked to her for 10 minutes. The suspects came into the room and were standing right next to the victim, unseen under the desk. The call was scheduled to appears on the Discovery Channel “Call 911″ program in the fall, 2008 season."
C388,I like going to the fabric where I got land over by the rail going.,Traffic collision,Texas,Concerned,0.49,Unknown,None detected,911_first6sec/call_411_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Man run over by train,– In 2006 Truman Duncan was working in a Cleburne (Tex.) rail yard when he fell under the wheels and was nearly cut in half. He was able to dial 911 from his phone for help. Read about his incident
C389,I think my son's been looking. We're at. We're in the Evergrip.,Burglary / robbery / intruder,"Stark County, Ohio",Concerned,0.47,Unknown,None detected,911_first6sec/call_412_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Murder by beheading,"– In Oct. 2008 a North Canton (Ohio) woman broke in to her grown son’s trailer home after he didn’t answer the phone or respond to knocks at the door. She found him dead–and beheaded–in the bathroom. She then dialed 911 to report her find, reaching a Stark County dispatcher first, then a North Canton dispatcher."
C390,"be not very as warm, crazy. I think you're going to try to tell yourself. I need an aim.",Shooting / gun violence,North Carolina,Concerned,0.63,Unknown,None detected,911_first6sec/call_413_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Suicidal man shot by police,"– In Sept. 2008 a Cary (NC) former Marine was suicidal, prompting his fiance to dial 911 for help. Police arrived at 4 a.m. and talked to the man, but at one point he ran to kitchen and grabbed what appeared to be a gun (later determined to be a BB gun), and police shot him. Read more"
C391,"Well, I sent an emergency computer wide on one leg on one side at the cam drawbridge on 95.",Rescue / person trapped,Virginia,Concerned,0.55,Unknown,emergency,911_first6sec/call_414_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Joe McCain dials 911,"– In Oct. 2008 Joe McCain, the brother of Presidential candidate John McCain, dialed 911 while stuck in traffic, and reached an Alexandria (Virg.) dispatcher. McCain cursed when asked by the dispatcher if he were calling for a traffic situation. The dispatcher called back, heard voicemail and left a message. Joe McCain then called back to complain about that call. Also listen to McCain"
C392,Come on. Yeah! More now! Yeah! Nothing more about it!,Public safety / unusual incident,"Milwaukee County, Wisconsin",Calm,0.27,Unknown,None detected,911_first6sec/call_415_0.wav,Metadata,0.79,Metadata description,0.76,Transcript + incident context,Dispatcher fired for hang-up,– In Nov. 2008 Milwaukee County (Wisc.) dispatcher Don Busche was fired after Sheriff David Clarke claims he hung up on a 911 caller who was in the midst of a dispute. Busche claims the firing is in retaliation for his filing a complaint with state officials over comm center working conditions that aggravate his asthma. Read more and listen to a radio station interview with Clarke
C393,or you into the TFA agent that looked like you're giving a heart attack or stroke or something is just rushing.,Medical emergency,Texas,Concerned,0.53,Unknown,None detected,911_first6sec/call_416_0.wav,Transcript,0.82,Metadata state,0.72,Transcript + incident context,EMS Response Delay,"– In Nov. 2008 a man driving along a highway near the Dallas/Fort Worth airport suffered a heart attack, and a passerby dialed 911 for help. There was confusion over the location, and some question about which jurisdiction should respond–the airport fire department or Fort Worth units. The first part of the recording is the passerby’s 911 call, followed by 10 minutes of telephone logging tapes of dispatchers at the airport and Fort Worth PD."
C394,"Well, I just got a phone call saying that my friend, she was in a basement apartment in that house. And apparently the bl-",Shooting / gun violence,Colorado,Concerned,0.63,Unknown,None detected,911_first6sec/call_417_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Hostage incident,"– In Feb. 2014 an Arvada (Colo.) took the 13 year-old son of his girlfriend hostage inside the woman’s home. Don Pooley dialed 911 at one point to explain his situation. After 18 hours, a police SWAT team entered the home and rescued the boy, and fatally shot Poole."
C395,There's a fire way here off of Broadway. Broadway and Poyce.,Stabbing / assault,California,Concerned,0.59,Unknown,fire,911_first6sec/call_418_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Fatal beating,"– In Jan. 2014 a 23 year-old woman was beaten outside a Santa Ana (S. Calif.) nightclub. Kim Pham was taken off life support several days later and died. Two suspects were arrested. Just after the fight, a woman dialed 911 for help and gave information to the dispatcher."
C396,on there. We just came in to my sister's house and she's on the floor for the girl's image.,Homicide / death investigation,Utah,Distressed,0.66,Unknown,None detected,911_first6sec/call_420_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Murder-suicide,"– In Jan. 2014 a Syracuse (Utah) woman shot her two daughters, 7 and 13 years-old, and then herself. Her sister arrived to pick up some property and discovered the three bodies, and dialed 911. She was distraught, and handed the phone to the the man who accompanied her (the brother of the victim’s ex-fiancé). Kyler Ann Ramsdell-Oliva and her daughters were found shot to death inside the house."
C397,My girlfriend went left last night. We were at the Stephen Ball and Stephen Hill.,Homicide / death investigation,"Carlsbad, New Mexico",Distressed,0.66,Unknown,None detected,911_first6sec/call_421_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Murder,– In March 2014 a man near Carlsbad (NM) dialed 911 to say his girlfriend had not returned to a motel from a bar. Robert Earley later told police he killed Emily Lambert after an argument and left her body on a rural ranch.
C398,My cat attacked our seven-month-old child.,Stabbing / assault,Oregon,Concerned,0.59,Unknown,None detected,911_first6sec/call_422_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Cat attack,"– In March 2014 a Portland (Ore.) man dialed 911 to say that his 22-pound Himalayan cat had attacked a child and was now threatening the rest of the family. Police did not identify the man, but officers did respond and safely snare the cat."
C399,and my friend is out with drinking and she woke me up and she sick and now she's not responding.,Medical emergency,Florida,Concerned,0.53,Unknown,None detected,911_first6sec/call_423_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,CPR 911 call,"– In Aug. 2011 Ann Hefferin attended a University of South Florida (Fla.) Greek party, returned to her apartment and later became unconscious. A roommate dialed 911 for help and a dispatcher gave her CPR instructions."
C400,and it's a fire at somebody else called the show. I'm going to go to the Avenue. It's not very alumnus.,Building fire,"Jersey City, New Jersey",Concerned,0.59,going to go,fire,911_first6sec/call_425_0.wav,Transcript + metadata,0.93,Metadata description,0.82,Transcript + incident context,Fatal Fire,"– In March 2014 a fire claimed the lives of four people in Jersey City (NJ), and the fire response was delayed because of an address mix-up. An occupant of the home on fire dialed 911 and gave the answering police dispatcher “27 Grant Avenue.” The calltaker then transferred the call to the fire department’s separate comm center, where the caller"
C401,"28 grand. We need for money from all you'd need to find you at the house. We need a grand in any apartment or... Yes, please, please.",Building fire,"Jersey City, New Jersey",Concerned,0.59,Unknown,please,911_first6sec/call_425_1.wav,Metadata,0.93,Metadata description,0.82,Transcript + incident context,Fatal Fire,"– In March 2014 a fire claimed the lives of four people in Jersey City (NJ), and the fire response was delayed because of an address mix-up. An occupant of the home on fire dialed 911 and gave the answering police dispatcher “27 Grant Avenue.” The calltaker then transferred the call to the fire department’s separate comm center, where the caller"
C402,"We've seen somebody just, I've seen one by following, showing just a little bit.",Homicide / death investigation,"Anderson, South Carolina",Distressed,0.66,Unknown,None detected,911_first6sec/call_426_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Murders,"– In March 2014 a man shot and killed three people in Anderson (SC), wounded a woman, and then fled in a truck. They woman ran to a nearby home, where the elderly homeowner dialed 911. The victim talked with an Anderson County sheriff’s dispatcher. Suspect Jared Williams crashed his truck during a police pursuit and was arrested."
C403,I am very very happy to be here. I am very very happy to be here. I am very very happy to be here.,Water emergency / drowning,California,Concerned,0.59,very very happy,None detected,911_first6sec/call_427_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Drowning,"– In March 2013 a woman accidentally drove into the Sacramento River (N. Calif.). She dialed 911, and spoke Punjabi to the CHP dispatcher. A translator narrowed down where the incident occurred, but rescuers were unable to save Mussarat Chaudhary."
C404,It's somebody got shot at? Somebody got shot at?,Building fire,"Washington County, Oregon",Concerned,0.59,Unknown,shot,911_first6sec/call_428_0.wav,Metadata,0.82,Metadata description,0.82,Transcript + incident context,Shooting,– In April 2014 a man in Washington County (Ore.)  threatened his girlfriend and shot the girlfriend’s adult son. The woman and son fled to a neighbor’s house and dialed 911. Brian Olson then barricaded himself inside the house and eventually set it on fire.
C405,"You want daughter or not, please. Okay, what's the address? System of 40.",Medical emergency,"Cleveland, Ohio",Concerned,0.53,Unknown,please,911_first6sec/call_429_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Infant CPR,"– In April 2014 a man dialed 911 in Cleveland (Ohio) to report his 2 month-old daughter was unconscious. The dispatcher gave Brandon Moss instructions for CPR while EMS units responded. Police later said the infant died of blunt force trauma, and issued a warrant for Moss."
C406,"The bedroom is on fire. My house is going fast. Okay, we're on the way.",Building fire,"An Orange County, California",Concerned,0.59,Unknown,fire,911_first6sec/call_430_0.wav,Transcript,0.86,Metadata description,0.76,Transcript + incident context,Fire,"– In April 2014 a woman dialed 911 from her Dana Point (S. Calif.) home to report it was on fire and she was trapped on an upper floor. An Orange County Fire Authority dispatcher talked the woman through the incident, until neighbors raised a ladder and rescued her."
C407,"How are you doing? I'd like to report like a double motor in Cambridge, Orange. Okay, do you know that?",Homicide / death investigation,"Cambridge, North Carolina",Distressed,0.66,Unknown,None detected,911_first6sec/call_433_0.wav,Metadata,0.72,Transcript + metadata state,0.9,Transcript + incident context,Murders,"– In April 2014 a Fayetteville (NC) man found two persons dead inside an apartment, and dialed 911. Jacoy Mahorn and Shaniqua Simmons were declared dead at the scene of gunshots."
C408,1-6-25 air bore road on the inside. 1-75 air bore road.,Shooting / gun violence,"the inside. 1-75 air bore road, Georgia",Concerned,0.63,Unknown,None detected,911_first6sec/call_434_0.wav,Metadata,0.79,Transcript + metadata state,0.9,Transcript + incident context,Murders-Suicide,"– In May 2014 a Fedex employee came into the Kennesaw (Geo.) distribution facility with a shotgun and began shooting other employees. Six people were seriously wounded before Geddy Kramer fatally shot himself. Several people dialed 911, including Christopher Sparkman on this call."
C409,I work. I work on the bed. Let me come up and shoot me. Ah?,Homicide / death investigation,New York,Distressed,0.66,Unknown,None detected,911_first6sec/call_435_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Murders,"– In Sept. 2011 a man and woman were murdered in their Queens (NY) home. Rosie Jaggarnauth dialed 911 for help, and later her adult son Shane also called to say he’d been shot. Police later arrested the son for murder, saying it was part of a robbery scheme. He went to trial in May 2014."
C410,I need them help. What's going on?,Medical emergency,"Deltona, Florida",Concerned,0.53,Unknown,None detected,911_first6sec/call_436_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Injury 911 call,– In May 2014 a mother in Deltona (Fla.) fell and went unconscious. Her 7 year-old autistic son dialed 911 for help and a Volusia County sheriff’s dispatcher stayed on the line for 11 minutes as EMS responded.
C411,If there's a fire. Give a fire what address man?,Building fire,New York,Concerned,0.59,Unknown,fire,911_first6sec/call_437_0.wav,Transcript + metadata,0.72,Metadata state,0.72,Transcript + incident context,Convent fire,"– In May 2014 a fire occurred in a covent building on Staten Island (NY). An occupant dialed 911 for help, but the dispatcher had trouble entering the address given by the caller into CAD. Meanwhile, one person jumped from the second floor and was seriously injured."
C412,I something just exploded at the end of say that okay is here any,Traffic collision,"Hanscom Airport, Massachusetts",Concerned,0.49,Unknown,None detected,911_first6sec/call_438_0.wav,Metadata,0.86,Metadata description,0.82,Transcript + incident context,Jet plane crash,"– In May 2014 a Gulfstream IV private jet crashed during take-off at Hanscom Airport (Bedford, Mass.), killing all seven on board. The plane landed at the end of runway 11, adjacent to a residential area. Several people called to report the crash."
C413,I think I'm just trying to break into my home.,Burglary / robbery / intruder,Florida,Concerned,0.47,just trying to,None detected,911_first6sec/call_439_0.wav,Transcript,0.82,Metadata state,0.72,Transcript + incident context,Burglary,"– In June 2014 a 14 year-old Hollywood (Fla.) boy dialed 911 when he heard someone breaking into his home. The youth stayed on the phone for 10 minutes as officers responded, finally arresting the suspect and finding the caller."
C414,"Oh, my famous grandmother has been a lot of help from. He's unconscious and a fool. Okay, man.",Medical emergency,"Gaston County, North Carolina",Concerned,0.53,Unknown,unconscious,911_first6sec/call_440_0.wav,Transcript + metadata,0.75,Metadata description,0.82,Transcript + incident context,CPR,"– In June 2014 a person dialed 911 in Gaston County (NC) and reported a man wasn’t breathing. Dispatcher Krystal Peninger gave the caller CPR instructions, and stayed on the phone until a deputy arrived to take over CPR. The man revived and was taken to a hospital."
C415,I just shot my mother and my... You shot your mother?,Homicide / death investigation,"Clackamas County, Oregon",Distressed,0.66,Unknown,shot,911_first6sec/call_441_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,911 murder confession,"– In June 2012 a Lake Oswego (Ore.) man dialed 911 and spoke to a Clackamas County dispatcher for 20 minutes, saying he had used a .308-cal. rifle to kill his wife and nephew. Adrien Wallace was convicted in June 2014 and sentenced to life in prison."
C416,I guess we'll just ask a shooting on third avenue and Nickerson.,Shooting / gun violence,"third avenue, Washington",Concerned,0.63,Unknown,shooting,911_first6sec/call_442_0.wav,Transcript + metadata,0.75,Transcript + metadata state,0.9,Transcript + incident context,Multiple shootings,"– In June 2014 a man with a shotgun entered Seattle Pacific University (Wash.) and shot several people, one fatally. Several people dialed 911 for help, and police released three of the calls. The suspect, Aaron Ybarra was disarmed by the building’s unarmed monitor, and arrested."
C417,"Hi, I'm not going to see you right now. You're so glad I made you. I'm going to blow from you.",Weather / environmental emergency,Florida,Concerned,0.49,not going to; going to blow,right now,911_first6sec/call_443_0.wav,Metadata,0.79,Metadata state,0.72,Transcript + incident context,Lightning strike,"– In July 2014 lightning struck two people on a Fort Myers (Fla.) beach, and someone dialed 911 for help."
C418,Airport. We have an aircraft declaring an emergency that's going to land on the beach at Venice. Close to the airport. I'm not sure it got...,Traffic collision,Florida,Concerned,0.49,not sure it,emergency,911_first6sec/call_444_0.wav,Metadata,0.82,Metadata state,0.72,Transcript + incident context,Light plane crash,"– In July 2014 a single-engine plane pilot declared an emergency, and then landed on the beach adjacent to the Venice (Fla.) airport. Both occupants were only slightly injured. However, a man and his 9 year-old daughter walking along the beach were struck by the plane and killed. The first 911 came from the Venice airport tower, another from a beach-goer who reported the plane occupants were alive, and another call from the family of the man and girl."
C419,I want to show I think someone's in. Can you hear the front door? I'm hearing those front door.,Rescue / person trapped,"Rossmoor, California",Concerned,0.55,hearing those front,None detected,911_first6sec/call_445_0.wav,Metadata,0.79,Metadata description,0.82,Transcript + incident context,Burglary,– In July 2014 a 14 year-old girl was home alone in Rossmoor (S. Calif.) when burglars arrived. She dialed 911 and an Orange County sheriff’s dispatcher kept her on the line while deputies responded. Two teens were arrested.
C420,"We heard them looked in, the garage door was up. I thought the gentleman was backing out and I went back.",Homicide / death investigation,Florida,Distressed,0.66,Unknown,None detected,911_first6sec/call_446_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Murder,"– In July 2014 a noted Florida State University professor was shot and killed in the garage of his home. He was discovered by a neighbor, who dialed 911 for help. Within 3 weeks police admitted that the calltaker had mistaken the location, contributing to a 15-minute response time by police, and 19-minute by EMS."
C421,all the bars we've been robbed we've been beaten and the family dollars I'm bleeding,Burglary / robbery / intruder,"Wilmington, North Carolina",Concerned,0.47,bleeding,bleeding,911_first6sec/call_447_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Robbery,– In August 2014 the Family Dollar store in Wilmington (NC) was robbed by a suspect who pistol-whipped them. An employee dialed 911 for help.
C422,I have a gun range officer that got shot in the head. We're at a temperature to point,Shooting / gun violence,Nevada,Distressed,0.65,Unknown,shot; gun,911_first6sec/call_450_0.wav,Transcript + metadata,0.79,Metadata state,0.72,Transcript + incident context,Gun range shooting,– In Aug. 2014 a Nevada gun rangemaster was shot and killed while supervising a 9 year-old girl who was using a full-auto weapon.
C423,"I need a 10 minutes right now for you. Okay, what's the address?",Shooting / gun violence,"Charleston County, South Carolina",Concerned,0.63,Unknown,right now,911_first6sec/call_451_0.wav,Metadata,0.72,Metadata description,0.82,Transcript + incident context,Shooting,– In Sept. 2014 a woman in Charleston County (SC) dialed 911 to report that a relative was unconscious and lying in the roadway. She provided few other details as the sheriff’s dispatcher attempted to obtain information.
C424,"We go up to this lady, she's laying in the road. I think she would hit by a car. You got to head in, Dree.",Traffic collision,"Muskegon, Michigan",Concerned,0.49,Unknown,None detected,911_first6sec/call_452_0.wav,Transcript,0.82,Metadata description,0.82,Transcript + incident context,Shooting CPR,"– In June 2015 Rebekah Bletsch was out jogging in Muskegon (Mich.) when she was shot several times in the head. The case remains unsolved, but in Feb. 2015 investigators released the logging tape of the 911 that a passing couple made when they found Ms. Bletsch in the roadway. They tried to treat the victim as EMS units responded."
C425,"I don't really know where I'm at, but more on my crew, this guy Rob, did he got shot? Okay. Fun.",Shooting / gun violence,"Guilford County, North Carolina",Concerned,0.63,at,shot,911_first6sec/call_453_0.wav,Transcript + metadata,0.72,Metadata description,0.76,Transcript + incident context,Murder 911,"– In Jan. 2015 two men approached residents at a rural Guilford County (NC) home, saying they wanted to buy a lawn mower. However, one of the men fatally shot a resident, and the other resident ran and dialed 911 as sheriff’s deputies responded. Read more"
C426,She's got me. Who got you? There's home now. Hold on.,Stabbing / assault,Colorado,Concerned,0.59,Unknown,None detected,911_first6sec/call_454_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Stabbing victim 911,– In March 2015 a pregnant Longmont (Colo.) woman was stabbed by another woman. Michelle Wilkins dialed 911 and reacheed Longmont dispatcher
C427,"Please have me, please try to get my house. I wonder what are they doing? They've tied my fund on my schedule right now.",Shooting / gun violence,Arizona,Concerned,0.63,Unknown,right now; please,911_first6sec/call_455_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Intruder shooting,"– In September 2014 a Phoenix woman dialed 911 when an intruder broke down her door. She hid in a closet and armed herself with a handgun. When the burglar locates her, she shoots the man."
C428,"There's been a shooting on the shot in the end of the cat. It will be... Stop, stop, okay. It's the enders.",Shooting / gun violence,New Mexico,Distressed,0.65,Unknown,shot; shooting,911_first6sec/call_456_0.wav,Transcript + metadata,0.75,Metadata state,0.72,Transcript + incident context,Shooting homicide,"– In Aug. 2014 a Santa Fe (NM) man dialed 911 to say that he had shot someone at his home with a .22-cal. weapon. The man stayed on the phone for nine minutes as police responded. Police were investigating a claim of self-defense from Edwin Watters, who was working with the victim at a construction job site."
C429,"I love me, I do have a lawyer. Are you at a house? Where's the house? Are you?",Missing person / abduction,"Bountiful, Utah",Concerned,0.56,Unknown,None detected,911_first6sec/call_457_0.wav,Metadata,0.75,Metadata description,0.82,Transcript + incident context,Kidnapping,"– In Sept. 2014 two teens were kidnapped off the street in Bountiful (Utah), and driven around for hours. They manage to escape at about 9 p.m. and run to a nearby car stopped at a stop sign. The motorist let the victims dial 911 from a cellular phone. The suspects are still wanted."
C430,"Yes, man, I just shot my daughter and shot all my grandkids.",Homicide / death investigation,"Gilchrist County, Florida",Distressed,0.66,Unknown,shot,911_first6sec/call_458_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Murders,"– In Sept. 2104 a Largo (Fla.) man dialed 911 to report he had killed six children. In fact, Donald Spirit shot the children (11, 9, 8, 5, 4 and infant) and his 28 year-old daughter. He told the Gilchrist County dispatcher he would kill himself, then hung up. Police arrived to find him dead."
C431,I'm not finding ways to work on Northbound on Redwood Road.,Shooting / gun violence,"Northbound on Redwood Road, Utah",Concerned,0.63,not finding ways,None detected,911_first6sec/call_459_0.wav,Metadata,0.75,Transcript + metadata state,0.9,Transcript + incident context,Police shooting,"– In October 2014 a citizen reported a man carrying a samurai sword in Saratoga Springs (Utah). Police arrived, confronted the man and fatally shot Darrien Hunt. The family points out that the citizen didn’t mention any violation of law or dangerous situation, and that the dispatcher failed to ask probing questions."
C432,I don't want to be here.,Shooting / gun violence,California,Concerned,0.63,Unknown,None detected,911_first6sec/call_460_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Shooting,– In Sept. 2014 the mayor of Bell Gardens (S. Calif.) was shot and killed by his wife during a dispute at home. The son of mayor Daniel Crespo dialed 911 for help and explained what happened.
C433,I've got a ride from someone with teeth for a cold. My 35-7.,Building fire,Oklahoma,Concerned,0.59,Unknown,None detected,911_first6sec/call_462_0.wav,Metadata,0.72,Metadata state,0.72,Transcript + incident context,Shoot-Out,"– In Oct. 2014 Oklahoma City (Okla.) a woman dialed 911 to report someone was trying to kill her. The dispatcher asked only about the address, but not about the situation. Police were dispatched 28 minutes later, arrived and talked to the woman. When two officers knocked on the door, one of five occupants opened fire, wounding the officers. He then fled, setting off a police foot chase and shoot-out. Read more"
C434,"And there was a guy and it was a pesto, you know, it was probably a friend, but he's like pointing at everybody.",Shooting / gun violence,Ohio,Concerned,0.63,Unknown,None detected,911_first6sec/call_464_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Replica pistol shooting,"– In Nov. 2014 a man in a Cleveland city park noticed a young boy pointing a “pistol” around. The man dialed 911 and reported the incident, including that the pistol was “probably fake.” When an officer arrived to investigate, he confronted a 12 year-old boy, who reached into his waistband for the pistol. The officer reacted by fatally shooting the youth. The gun was a BB gun/replica without the required bright-color barrel tip."
C435,"I'll shut my husband. Please fill the shots with me. Okay, hold on for me. Okay.",Shooting / gun violence,North Carolina,Concerned,0.63,Unknown,please,911_first6sec/call_465_0.wav,Metadata,0.75,Metadata state,0.72,Transcript + incident context,Homicide,"– In Dec. 2014 a woman dialed 911 from her Greensboro (NC) home to say that she had exchanged gunfire with her husband, and that her husband had been hit. The two got into a dispute and the woman, a retired Greensboro police lieutenant, fatally shot her husband."
C436,"I'm sorry, there's a situation here. We have residents that I think they store a car.",Missing person / abduction,"Seminole County, Florida",Concerned,0.56,sorry,None detected,911_first6sec/call_466_0.wav,Metadata,0.75,Metadata description,0.76,Transcript + incident context,Kidnapping,"– In Dec. 2014 a Seminole County (Fla.) man was kidnapped from a Wal-Mart parking lot, driven around for hours and robbed. The suspects took Jardin Delman to a senior care facility, tied him up in a bathroom and left. He was discovered by employees, who dialed 911."
